method,referee,weightclass,winner,f1,f2,f1_slmp,f2_slmp,f1_str_acc_%,f2_str_acc_%,f1_sapm,f2_sapm,f1_str_def_%,f2_str_def_%,f1_td_avg,f2_td_avg,f1_td_acc_%,f2_td_acc_%,f1_td_def_%,f2_td_def_%,f1_sub_avg,f2_sub_avg,f1_height,f2_height,f1_weight,f2_weight,f1_reach,f2_reach,f1_stance,f2_stance
KO/TKO,Dan Miragliotta,welterweight,f1,Tyron Woodley,Robbie Lawler,3.64,1.36,72.73,50.0,1.36,3.64,50.0,27.27,0.0,0.0,0,0,100,100,0.0,0.0,175.26,180.34,77.11,77.11,187.96,187.96,Orthodox,Southpaw
Decision - Split,Blake Grice,strawweight,f1,Karolina Kowalkiewicz,Rose Namajunas,5.6,4.67,34.71,48.28,4.67,5.6,51.72,65.29,0.0,2.0,0,33,67,100,0.0,0.0,160.02,165.1,52.16,56.7,162.56,165.1,Orthodox,Orthodox
KO/TKO,Marc Goddard,welterweight,f1,Jake Ellenberger,Matt Brown,11.89,3.96,61.76,41.18,3.96,11.89,58.82,38.24,0.0,0.0,0,0,100,100,0.0,0.0,175.26,182.88,77.11,77.11,180.34,190.5,Orthodox,Orthodox
Decision - Unanimous,George Allen,bantamweight,f1,Erik Perez,Francisco Rivera,3.6,3.67,34.62,34.81,3.67,3.6,65.19,65.38,2.0,0.0,33,0,100,67,0.0,0.0,172.72,172.72,61.23,61.23,172.72,177.8,Orthodox,Orthodox
Decision - Split,Blake Grice,flyweight,f1,Ryan Benoit,Fredy Serrano,2.07,1.47,53.45,36.67,1.47,2.07,63.33,46.55,0.0,5.0,0,35,65,100,0.0,0.0,165.1,160.02,56.7,56.7,172.72,165.1,Orthodox,Orthodox
KO/TKO,Marc Goddard,light heavyweight,f1,Nikita Krylov,Ed Herman,10.59,4.59,50.85,47.27,4.59,10.59,52.73,49.15,0.0,2.65,0,100,0,100,0.0,0.0,190.5,185.42,92.99,92.99,195.58,195.58,Orthodox,Orthodox
Decision - Unanimous,Blake Grice,welterweight,f1,Jorge Masvidal,Ross Pearson,7.53,3.47,44.14,37.68,3.47,7.53,62.32,55.86,1.0,2.0,100,100,0,0,0.0,0.0,180.34,172.72,77.11,70.31,187.96,175.26,Orthodox,Orthodox
KO/TKO,George Allen,heavyweight,f1,Anthony Hamilton,Damian Grabowski,38.57,4.29,56.25,33.33,4.29,38.57,66.67,43.75,0.0,0.0,0,0,100,100,0.0,0.0,195.58,185.42,117.93,109.32,193.04,190.5,Orthodox,Orthodox
Submission,Dan Miragliotta,flyweight,f1,Wilson Reis,Hector Sandoval,2.2,2.75,50.0,38.46,2.75,2.2,61.54,50.0,24.77,0.0,60,0,100,40,0.55,0.0,162.56,157.48,56.7,56.7,165.1,162.56,Southpaw,Orthodox
KO/TKO,Marc Goddard,lightweight,f1,Damien Brown,Cesar Arzamendia,8.98,6.94,52.38,62.96,6.94,8.98,37.04,47.62,0.0,0.0,0,0,100,100,0.0,0.41,177.8,180.34,70.31,70.31,172.72,185.0,Orthodox,Orthodox
Decision - Unanimous,Robert Madrigal,bantamweight,f1,Valentina Shevchenko,Holly Holm,3.48,2.16,47.03,25.59,2.16,3.48,74.41,52.97,1.8,0.0,42,0,100,58,0.0,0.0,165.1,172.72,56.7,61.23,167.64,175.26,Southpaw,Southpaw
Decision - Unanimous,John McCarthy,lightweight,f1,Edson Barboza,Gilbert Melendez,3.73,2.6,41.18,30.23,2.6,3.73,69.77,58.82,1.0,0.0,100,0,100,0,0.0,0.0,180.34,175.26,65.77,65.77,190.5,185.42,Orthodox,Orthodox
KO/TKO,Herb Dean,heavyweight,f1,Francis Ngannou,Bojan Mihajlovic,5.11,1.91,40.0,50.0,1.91,5.11,50.0,60.0,0.0,0.0,0,0,100,100,0.0,0.0,193.04,180.34,113.4,92.99,210.82,185.42,Orthodox,Orthodox
Submission,John McCarthy,strawweight,f1,Felice Herrig,Kailin Curran,6.55,2.52,43.33,29.41,2.52,6.55,70.59,56.67,7.56,0.0,100,0,100,0,0.5,0.0,162.56,162.56,52.16,52.16,165.1,165.1,Orthodox,Orthodox
KO/TKO,Robert Madrigal,bantamweight,f1,Eddie Wineland,Frankie Saenz,3.53,3.78,32.56,38.79,3.78,3.53,61.21,67.44,0.0,1.26,0,25,75,100,0.0,0.0,170.18,167.64,61.23,61.23,175.26,167.64,Orthodox,Orthodox
Decision - Unanimous,Herb Dean,featherweight,f1,Darren Elkins,Godofredo Pepey,2.2,1.33,57.89,52.63,1.33,2.2,47.37,42.11,5.0,0.0,83,0,100,17,0.0,0.13,177.8,170.18,65.77,65.77,180.34,185.42,Orthodox,Orthodox
Decision - Unanimous,John McCarthy,welterweight,f1,Kamaru Usman,Alexander Yakovlev,2.73,0.53,61.19,53.33,0.53,2.73,46.67,38.81,5.0,0.0,55,0,100,45,0.0,0.0,182.88,190.5,77.11,70.31,193.04,187.96,Switch,Southpaw
Decision - Unanimous,Robert Madrigal,lightweight,f1,Michel Prazeres,JC Cottrell,3.2,0.93,62.34,26.42,0.93,3.2,73.58,37.66,7.0,0.0,50,0,100,50,0.07,0.0,167.64,175.26,77.11,70.31,170.18,179.62,Orthodox,Orthodox
Decision - Unanimous,Herb Dean,welterweight,f1,Alex Oliveira,James Moontasri,3.87,0.8,74.36,46.15,0.8,3.87,53.85,25.64,2.0,0.0,25,0,100,75,0.0,0.0,180.34,177.8,77.11,77.11,193.04,180.34,Orthodox,Switch
Decision - Split,John McCarthy,featherweight,f1,Jason Knight,Jim Alers,5.07,2.73,33.78,41.0,2.73,5.07,59.0,66.22,1.0,4.0,50,40,60,50,0.0,0.0,177.8,175.26,65.77,65.77,180.34,180.34,Orthodox,Orthodox
Submission,Robert Madrigal,heavyweight,f1,Luis Henrique,Dmitrii Smoliakov,2.23,1.56,46.51,41.18,1.56,2.23,58.82,53.49,1.67,0.0,14,0,100,86,0.11,0.0,187.96,187.96,110.22,114.76,187.96,187.96,Orthodox,Switch
KO/TKO,Herb Dean,bantamweight,f1,John Lineker,Michael McDonald,9.57,5.15,47.27,46.67,5.15,9.57,53.33,52.73,0.0,0.0,0,0,100,100,0.0,0.0,160.02,175.26,61.23,61.23,170.18,177.8,Orthodox,Orthodox
Submission,John McCarthy,lightweight,f1,Tony Ferguson,Lando Vannata,8.96,5.43,55.46,36.36,5.43,8.96,63.64,44.54,0.0,0.0,0,0,100,100,0.41,0.0,180.34,175.26,70.31,70.31,193.04,180.34,Orthodox,Orthodox
KO/TKO,John McCarthy,middleweight,f1,Tim Boetsch,Josh Samman,4.31,1.93,65.52,43.59,1.93,4.31,56.41,34.48,3.4,0.0,100,0,100,0,0.0,0.0,182.88,190.5,83.91,83.91,187.96,200.66,Orthodox,Orthodox
Decision - Split,Kevin MacDonald,heavyweight,f1,Daniel Omielanczuk,Aleksei Oleinik,1.73,0.53,70.27,28.57,0.53,1.73,71.43,29.73,1.0,4.0,100,57,43,0,0.0,0.13,182.88,187.96,112.04,108.86,187.96,203.2,Southpaw,Orthodox
Submission,Herb Dean,welterweight,f1,Keita Nakamura,Kyle Noke,4.11,4.41,36.28,57.14,4.41,4.11,42.86,63.72,0.0,3.01,0,100,0,100,0.1,0.0,180.34,185.42,77.11,77.11,185.42,193.04,Southpaw,Southpaw
KO/TKO,Herb Dean,flyweight,f1,Louis Smolka,Ben Nguyen,8.47,0.41,72.57,50.0,0.41,8.47,50.0,27.43,4.65,0.0,50,0,100,50,0.72,0.1,175.26,165.1,61.23,56.7,172.72,165.1,Orthodox,Switch
Decision - Unanimous,Kevin MacDonald,bantamweight,f1,Katlyn Cerminara,Lauren Murphy,3.0,2.53,32.37,26.57,2.53,3.0,73.43,67.63,0.0,1.0,0,25,75,100,0.0,0.0,175.26,165.1,56.7,56.7,172.72,170.18,Orthodox,Orthodox
Submission,John McCarthy,middleweight,f1,Sam Alvey,Eric Spicely,2.94,2.58,53.33,77.78,2.58,2.94,22.22,46.67,0.0,0.0,0,0,100,100,0.37,0.0,187.96,185.42,83.91,83.91,190.5,185.42,Southpaw,Orthodox
KO/TKO,Bobby  Wombacher,strawweight,f1,Cortney Casey,Cristina Stanciu,7.31,1.92,67.86,41.67,1.92,7.31,58.33,32.14,11.54,0.0,100,0,100,0,0.0,0.0,170.18,160.02,56.7,52.16,170.18,163.48,Orthodox,Orthodox
Decision - Unanimous,Kevin MacDonald,lightweight,f1,Scott Holtzman,Cody Pfister,3.53,1.87,53.54,30.11,1.87,3.53,69.89,46.46,3.0,1.0,100,11,89,0,0.07,0.0,175.26,177.8,70.31,70.31,175.26,185.42,Orthodox,Orthodox
Submission,Bobby  Wombacher,bantamweight,f1,Rani Yahya,Matthew Lopez,2.79,0.98,53.33,41.18,0.98,2.79,58.82,46.67,3.14,1.05,50,100,0,50,0.07,0.14,167.64,170.18,61.23,61.23,170.18,175.26,Orthodox,Southpaw
KO/TKO,Bobby  Wombacher,middleweight,f1,Alex Nicholson,Devin Clark,3.64,2.83,58.06,70.0,2.83,3.64,30.0,41.94,0.0,3.03,0,100,0,100,0.0,0.2,193.04,182.88,83.91,92.99,195.58,190.5,Orthodox,Orthodox
Submission,Herb Dean,bantamweight,f1,Amanda Nunes,Miesha Tate,12.24,0.92,63.49,20.0,0.92,12.24,80.0,36.51,0.0,0.0,0,0,100,100,0.31,0.0,172.72,167.64,61.23,61.23,175.26,165.1,Orthodox,Orthodox
Decision - Unanimous,John McCarthy,light heavyweight,f1,Daniel Cormier,Anderson Silva,2.2,1.13,51.56,39.53,1.13,2.2,60.47,48.44,3.0,0.0,100,0,100,0,0.0,0.0,180.34,187.96,106.59,83.91,182.88,195.58,Orthodox,Southpaw
Decision - Unanimous,Marc Goddard,featherweight,f1,Jose Aldo,Frankie Edgar,3.2,3.16,41.67,29.92,3.16,3.2,70.08,58.33,0.0,0.0,0,0,100,100,0.0,0.0,170.18,167.64,61.23,61.23,177.8,172.72,Orthodox,Orthodox
KO/TKO,John McCarthy,heavyweight,f1,Cain Velasquez,Travis Browne,10.1,1.21,63.29,22.22,1.21,10.1,77.78,36.71,3.03,0.0,33,0,100,67,0.0,0.0,185.42,198.12,108.86,115.67,195.58,200.66,Orthodox,Orthodox
Decision - Unanimous,Herb Dean,bantamweight,f1,Julianna Pena,Cat Zingano,0.8,0.73,57.14,47.83,0.73,0.8,52.17,42.86,2.0,3.0,66,75,25,34,0.07,0.0,167.64,167.64,61.23,65.77,175.26,172.72,Orthodox,Southpaw
Decision - Unanimous,Dan Miragliotta,welterweight,f1,Kelvin Gastelum,Johny Hendricks,8.27,4.67,49.8,44.59,4.67,8.27,55.41,50.2,0.0,1.0,0,20,80,100,0.0,0.0,175.26,175.26,77.11,83.91,180.34,175.26,Southpaw,Southpaw
Decision - Unanimous,Mark Smith,bantamweight,f1,TJ Dillashaw,Raphael Assuncao,4.27,3.27,32.82,35.0,3.27,4.27,65.0,67.18,1.0,0.0,20,0,100,80,0.0,0.0,167.64,165.1,61.23,61.23,170.18,167.64,Orthodox,Orthodox
Decision - Unanimous,Marc Goddard,lightweight,f1,Sage Northcutt,Enrique Marin,2.73,1.07,62.12,44.44,1.07,2.73,55.56,37.88,0.0,4.0,0,40,60,100,0.07,0.13,182.88,177.8,77.11,77.11,180.34,182.31,Orthodox,Orthodox
KO/TKO,Mark Smith,lightweight,f1,Joe Lauzon,Diego Sanchez,15.35,4.19,66.67,60.0,4.19,15.35,40.0,33.33,0.0,0.0,0,0,100,100,0.0,0.0,177.8,177.8,70.31,77.11,180.34,182.88,Orthodox,Southpaw
KO/TKO,Marc Goddard,middleweight,f1,Gegard Mousasi,Thiago Santos,4.63,1.1,61.76,38.46,1.1,4.63,61.54,38.24,6.62,0.0,100,0,100,0,0.0,0.0,187.96,187.96,83.91,92.99,193.04,193.04,Orthodox,Orthodox
KO/TKO,Mark Smith,lightweight,f1,Jim Miller,Takanori Gomi,3.48,0.43,30.77,20.0,0.43,3.48,80.0,69.23,6.52,0.0,100,0,100,0,0.0,0.0,172.72,170.18,70.31,70.31,180.34,177.8,Southpaw,Southpaw
Decision - Unanimous,John McCarthy,strawweight,f1,Joanna Jedrzejczyk,Claudia Gadelha,7.04,2.52,53.33,42.0,2.52,7.04,58.0,46.67,0.6,2.4,50,30,70,50,0.0,0.0,167.64,162.56,52.16,52.16,165.1,160.02,Orthodox,Orthodox
Decision - Unanimous,Herb Dean,light heavyweight,f1,Andrew Sanchez,Khalil Rountree Jr.,2.07,0.93,72.09,51.85,0.93,2.07,48.15,27.91,6.0,0.0,50,0,100,50,0.0,0.0,185.42,185.42,83.91,92.99,187.96,193.04,Orthodox,Southpaw
Submission,John McCarthy,strawweight,f1,Tatiana Suarez,Amanda Cooper,4.3,0.27,84.21,25.0,0.27,4.3,75.0,15.79,12.11,0.0,100,0,100,0,0.27,0.54,165.1,160.02,52.16,52.16,167.64,162.56,Southpaw,Switch
Decision - Unanimous,Dan Miragliotta,lightweight,f1,Will Brooks,Ross Pearson,5.33,3.6,53.33,46.96,3.6,5.33,53.04,46.67,1.0,0.0,16,0,100,84,0.0,0.0,177.8,172.72,70.31,70.31,182.88,175.26,Orthodox,Orthodox
KO/TKO,Herb Dean,featherweight,f1,Dooho Choi,Thiago Tavares,1.48,0.74,57.14,40.0,0.74,1.48,60.0,42.86,0.0,11.11,0,100,0,100,0.0,0.0,177.8,170.18,65.77,65.77,177.8,177.8,Orthodox,Orthodox
KO/TKO,Dan Miragliotta,lightweight,f1,Joaquim Silva,Andrew Holbrook,10.59,3.53,75.0,66.67,3.53,10.59,33.33,25.0,0.0,0.0,0,0,100,100,0.0,0.0,172.72,180.34,70.31,70.31,175.26,177.8,Southpaw,Southpaw
Decision - Unanimous,Jason Herzog,featherweight,f1,Gray Maynard,Fernando Bruno,2.0,2.13,42.25,31.68,2.13,2.0,68.32,57.75,3.0,2.0,42,28,72,58,0.07,0.07,175.26,167.64,70.31,65.77,177.8,171.55,Orthodox,Orthodox
Decision - Split,Chris Tognoni,flyweight,f1,Matheus Nicolau,John Moraga,2.73,2.07,48.24,27.43,2.07,2.73,72.57,51.76,0.0,0.0,0,0,100,100,0.0,0.0,167.64,167.64,56.7,56.7,167.64,167.64,Orthodox,Orthodox
Decision - Split,Dan Miragliotta,light heavyweight,f1,Josh Stansbury,Cory Hendricks,4.07,3.13,57.01,39.83,3.13,4.07,60.17,42.99,0.0,0.0,0,0,100,100,0.0,0.0,187.96,190.5,92.99,92.99,187.96,195.76,Orthodox,Switch
Decision - Unanimous,Chris Tognoni,middleweight,f1,Cezar Ferreira,Anthony Smith,2.0,2.2,58.82,52.38,2.2,2.0,47.62,41.18,6.0,0.0,100,0,100,0,0.0,0.07,185.42,193.04,83.91,92.99,198.12,193.04,Southpaw,Orthodox
KO/TKO,Jason Herzog,lightweight,f1,Kevin Lee,Jake Matthews,5.85,1.22,63.16,38.46,1.22,5.85,61.54,36.84,3.66,0.0,50,0,100,50,0.0,0.0,175.26,180.34,77.11,77.11,195.58,185.42,Orthodox,Orthodox
KO/TKO,Chris Tognoni,welterweight,f1,Li Jingliang,Anton Zafir,2.17,1.81,40.0,55.56,1.81,2.17,44.44,60.0,5.42,10.84,100,100,0,0,0.0,0.0,182.88,180.34,77.11,77.11,180.34,185.0,Orthodox,Orthodox
KO/TKO,Herb Dean,lightweight,f1,Eddie Alvarez,Rafael Dos Anjos,11.79,3.14,57.69,29.27,3.14,11.79,70.73,42.31,3.93,0.0,33,0,100,67,0.0,0.0,175.26,172.72,70.31,70.31,175.26,177.8,Orthodox,Southpaw
Decision - Split,John McCarthy,heavyweight,f1,Derrick Lewis,Roy Nelson,2.47,0.27,50.68,21.05,0.27,2.47,78.95,49.32,0.0,7.0,0,70,30,100,0.0,0.0,190.5,182.88,117.93,119.29,200.66,185.42,Orthodox,Orthodox
Decision - Unanimous,Herb Dean,welterweight,f1,Alan Jouban,Belal Muhammad,5.73,5.13,50.89,38.69,5.13,5.73,61.31,49.11,0.0,2.0,0,25,75,100,0.0,0.0,182.88,180.34,77.11,77.11,185.42,182.88,Southpaw,Orthodox
Submission,John McCarthy,lightweight,f1,Joe Duffy,Mitch Clarke,7.2,2.4,42.86,25.0,2.4,7.2,75.0,57.14,0.0,0.0,0,0,100,100,2.4,0.0,177.8,177.8,70.31,70.31,185.42,185.42,Orthodox,Orthodox
KO/TKO,Jason Herzog,welterweight,f1,Alberto Mina,Mike Pyle,2.55,0.32,37.21,16.67,0.32,2.55,83.33,62.79,4.77,0.0,100,0,100,0,0.0,0.16,182.88,182.88,77.11,77.11,195.58,187.96,Orthodox,Orthodox
Decision - Split,Mark Smith,lightweight,f1,John Makdessi,Mehdi Baghdad,5.6,4.0,55.26,31.09,4.0,5.6,68.91,44.74,0.0,0.0,0,0,100,100,0.0,0.0,172.72,185.42,70.31,70.31,172.72,190.38,Orthodox,Orthodox
Decision - Split,Jason Herzog,bantamweight,f1,Anthony Birchak,Dileno Lopes,2.73,1.67,36.61,28.74,1.67,2.73,71.26,63.39,0.0,2.0,0,16,84,100,0.0,0.0,172.72,165.1,61.23,61.23,175.26,168.86,Orthodox,Orthodox
Submission,Mark Smith,bantamweight,f1,Pedro Munhoz,Russell Doane,6.56,8.44,56.0,43.9,8.44,6.56,56.1,44.0,7.03,0.0,50,0,100,50,0.47,0.0,167.64,170.18,61.23,61.23,165.1,177.8,Orthodox,Orthodox
Submission,Chris Tognoni,bantamweight,f1,Felipe Arantes,Jerrod Sanders,0.45,0.9,33.33,60.0,0.9,0.45,40.0,66.67,0.0,2.26,0,33,67,100,0.15,0.0,172.72,172.72,61.23,61.23,185.42,182.88,Orthodox,Orthodox
Submission,Jason Herzog,lightweight,f1,Gilbert Burns,Lukasz Sajewski,2.63,2.83,43.33,46.67,2.83,2.63,53.33,56.67,3.03,0.0,20,0,100,80,0.2,0.0,177.8,172.72,77.11,70.31,180.34,180.34,Orthodox,Orthodox
Submission,Mark Smith,bantamweight,f1,Marco Beltran,Reginaldo Vieira,2.48,2.48,41.67,35.71,2.48,2.48,64.29,58.33,0.0,5.58,0,75,25,100,0.12,0.0,172.72,170.18,56.7,61.23,175.26,165.1,Orthodox,Orthodox
Submission,Chris Tognoni,welterweight,f1,Vicente Luque,Alvaro Herrera Mendoza,2.82,1.35,46.3,46.15,1.35,2.82,53.85,53.7,6.77,0.0,80,0,100,20,0.11,0.0,180.34,182.88,77.11,70.31,190.5,187.96,Orthodox,Orthodox
Decision - Unanimous,John McCarthy,welterweight,f1,Stephen Thompson,Rory MacDonald,4.4,2.44,42.47,40.13,2.44,4.4,59.87,57.53,0.0,0.0,0,0,100,100,0.0,0.0,182.88,182.88,77.11,77.11,190.5,193.04,Orthodox,Orthodox
KO/TKO,Yves Lavigne,welterweight,f1,Donald Cerrone,Patrick Cote,5.8,3.66,61.34,49.46,3.66,5.8,50.54,38.66,2.38,0.0,66,0,100,34,0.08,0.0,185.42,180.34,70.31,77.11,185.42,190.5,Orthodox,Orthodox
Decision - Unanimous,Herb Dean,light heavyweight,f1,Steve Bosse,Sean O'Connell,6.2,5.6,54.07,50.3,5.6,6.2,49.7,45.93,1.0,0.0,33,0,100,67,0.0,0.0,180.34,185.42,92.99,92.99,182.88,187.96,Orthodox,Orthodox
Submission,Yves Lavigne,lightweight,f1,Olivier Aubin-Mercier,Thibault Gouti,3.53,2.33,72.13,42.03,2.33,3.53,57.97,27.87,3.61,0.0,37,0,100,63,0.08,0.0,175.26,177.8,70.31,70.31,177.8,182.88,Southpaw,Orthodox
KO/TKO,Jerin Valel,flyweight,f1,Joanne Wood,Valerie Letourneau,9.03,6.28,55.29,55.94,6.28,9.03,44.06,44.71,3.53,0.0,50,0,100,50,0.0,0.0,167.64,170.18,56.7,52.16,165.1,172.72,Orthodox,Orthodox
Decision - Split,John McCarthy,lightweight,f1,Jason Saggo,Leandro Silva,3.2,3.13,36.36,47.47,3.13,3.2,52.53,63.64,1.0,2.0,50,66,34,50,0.0,0.0,180.34,175.26,70.31,70.31,180.34,182.88,Orthodox,Orthodox
Submission,Herb Dean,light heavyweight,f1,Misha Cirkunov,Ion Cutelaba,3.87,2.11,46.81,20.87,2.11,3.87,79.13,53.19,1.32,0.0,33,0,100,67,0.09,0.0,190.5,185.42,92.99,92.99,195.58,190.5,Orthodox,Southpaw
KO/TKO,Yves Lavigne,middleweight,f1,Krzysztof Jotko,Tamdan McCrory,4.07,2.03,40.0,33.33,2.03,4.07,66.67,60.0,0.0,0.0,0,0,100,100,0.0,0.0,185.42,193.04,83.91,83.91,195.58,193.04,Southpaw,Switch
Submission,Jerin Valel,bantamweight,f1,Joe Soto,Chris Beal,3.44,5.57,34.56,36.36,5.57,3.44,63.64,65.44,1.1,0.0,14,0,100,86,0.15,0.0,167.64,170.18,61.23,56.7,165.1,175.26,Orthodox,Orthodox
Decision - Unanimous,John McCarthy,middleweight,f1,Elias Theodorou,Sam Alvey,2.47,1.6,26.24,55.81,1.6,2.47,44.19,73.76,0.0,0.0,0,0,100,100,0.0,0.0,185.42,187.96,83.91,83.91,190.5,190.5,Orthodox,Southpaw
Decision - Unanimous,Herb Dean,strawweight,f1,Randa Markos,Jocelyn Jones-Lybarger,5.73,5.27,35.39,33.62,5.27,5.73,66.38,64.61,1.0,1.0,16,100,0,84,0.07,0.0,162.56,170.18,52.16,52.16,160.02,162.56,Orthodox,Orthodox
Submission,Yves Lavigne,welterweight,f1,Colby Covington,Jonathan Meunier,1.74,1.47,55.88,69.57,1.47,1.74,30.43,44.12,6.88,0.0,55,0,100,45,0.09,0.0,180.34,190.5,77.11,77.11,182.88,195.76,Orthodox,Switch
Decision - Unanimous,Jerin Valel,flyweight,f1,Ali Bagautinov,Geane Herrera,6.0,0.87,72.58,52.0,0.87,6.0,48.0,27.42,5.0,1.0,62,50,50,38,0.0,0.13,162.56,165.1,56.7,56.7,165.1,167.64,Orthodox,Orthodox
KO/TKO,John McCarthy,middleweight,f1,Michael Bisping,Luke Rockhold,5.83,4.72,42.0,45.95,4.72,5.83,54.05,58.0,0.0,0.0,0,0,100,100,0.0,0.0,185.42,190.5,83.91,83.91,190.5,195.58,Orthodox,Southpaw
Decision - Unanimous,Herb Dean,bantamweight,f1,Dominick Cruz,Urijah Faber,3.48,1.36,33.33,21.38,1.36,3.48,78.62,66.67,1.8,0.6,42,16,84,58,0.0,0.0,172.72,167.64,61.23,61.23,172.72,170.18,Orthodox,Orthodox
Decision - Unanimous,John McCarthy,featherweight,f1,Max Holloway,Ricardo Lamas,6.87,4.27,50.24,47.41,4.27,6.87,52.59,49.76,0.0,0.0,0,0,100,100,0.13,0.0,180.34,172.72,65.77,65.77,175.26,180.34,Orthodox,Orthodox
KO/TKO,Herb Dean,middleweight,f1,Dan Henderson,Hector Lombard,2.02,3.57,41.94,56.1,3.57,2.02,43.9,58.06,0.0,4.65,0,100,0,100,0.0,0.31,180.34,175.26,83.91,83.91,187.96,180.34,Orthodox,Southpaw
KO/TKO,Jason Herzog,lightweight,f1,Dustin Poirier,Bobby Green,12.49,5.55,54.55,45.71,5.55,12.49,54.29,45.45,0.0,0.0,0,0,100,100,0.0,0.0,175.26,177.8,70.31,70.31,182.88,180.34,Southpaw,Orthodox
KO/TKO,Herb Dean,featherweight,f1,Brian Ortega,Clay Guida,4.23,4.23,32.8,32.29,4.23,4.23,67.71,67.2,0.0,0.0,0,0,100,100,0.0,0.0,172.72,170.18,65.77,70.31,175.26,177.8,Switch,Orthodox
KO/TKO,Mike Beltran,lightweight,f1,Beneil Dariush,James Vick,10.78,2.11,65.71,30.0,2.11,10.78,70.0,34.29,0.0,0.0,0,0,100,100,0.0,0.0,177.8,190.5,70.31,70.31,182.88,193.04,Southpaw,Orthodox
KO/TKO,Jason Herzog,strawweight,f1,Jessica Andrade,Jessica Penne,14.75,3.4,57.07,29.67,3.4,14.75,70.33,42.93,0.0,0.0,0,0,100,100,0.0,0.0,154.94,165.1,52.16,52.16,157.48,170.18,Orthodox,Orthodox
Decision - Unanimous,John McCarthy,featherweight,f1,Alex Caceres,Cole Miller,6.47,2.2,62.18,25.98,2.2,6.47,74.02,37.82,5.0,3.0,100,100,0,0,0.0,0.07,177.8,185.42,65.77,65.77,185.42,185.42,Southpaw,Orthodox
Decision - Split,Herb Dean,welterweight,f1,Sean Strickland,Tom Breese,4.87,4.13,35.27,40.52,4.13,4.87,59.48,64.73,0.0,0.0,0,0,100,100,0.0,0.0,185.42,190.5,83.91,83.91,193.04,185.42,Orthodox,Southpaw
KO/TKO,Mike Beltran,light heavyweight,f1,Henrique da Silva,Jonathan Wilson,8.82,7.19,59.56,68.04,7.19,8.82,31.96,40.44,0.0,1.63,0,100,0,100,0.0,0.0,190.5,187.96,92.99,92.99,193.04,190.5,Orthodox,Southpaw
KO/TKO,Mike Beltran,lightweight,f1,Marco Polo Reyes,Dong Hyun Ma,11.38,6.99,45.15,42.13,6.99,11.38,57.87,54.85,0.0,2.53,0,66,34,100,0.0,0.0,180.34,180.34,70.31,70.31,180.34,177.8,Orthodox,Orthodox
KO/TKO,John McCarthy,bantamweight,f1,Cody Garbrandt,Thomas Almeida,7.28,3.47,43.75,40.0,3.47,7.28,60.0,56.25,0.0,0.0,0,0,100,100,0.0,0.0,172.72,170.18,61.23,65.77,165.1,177.8,Orthodox,Southpaw
Decision - Unanimous,Herb Dean,featherweight,f1,Jeremy Stephens,Renan Barao,3.67,2.87,39.29,31.39,2.87,3.67,68.61,60.71,0.0,2.0,0,22,78,100,0.0,0.0,175.26,167.64,65.77,65.77,180.34,177.8,Orthodox,Orthodox
Decision - Unanimous,John McCarthy,welterweight,f1,Rick Story,Tarec Saffiedine,3.87,2.13,52.25,45.07,2.13,3.87,54.93,47.75,0.0,0.0,0,0,100,100,0.0,0.0,175.26,177.8,77.11,77.11,180.34,177.8,Southpaw,Switch
Decision - Unanimous,Herb Dean,middleweight,f1,Chris Camozzi,Vitor Miranda,2.87,1.8,46.24,29.35,1.8,2.87,70.65,53.76,1.0,1.0,100,50,50,0,0.0,0.0,187.96,185.42,83.91,83.91,190.5,195.58,Orthodox,Orthodox
Decision - Split,Jason Herzog,welterweight,f1,Lorenz Larkin,Jorge Masvidal,2.93,3.2,36.07,39.67,3.2,2.93,60.33,63.93,1.0,1.0,50,50,50,50,0.0,0.13,180.34,180.34,77.11,77.11,182.88,187.96,Orthodox,Orthodox
Decision - Unanimous,Chris Tognoni,lightweight,f1,Paul Felder,Joshua Burkman,2.73,2.67,43.16,41.24,2.67,2.73,58.76,56.84,0.0,3.0,0,50,50,100,0.0,0.0,180.34,177.8,70.31,77.11,177.8,182.88,Orthodox,Orthodox
Decision - Unanimous,John McCarthy,bantamweight,f1,Sara McMann,Jessica Eye,1.47,0.67,43.14,41.67,0.67,1.47,58.33,56.86,2.0,0.0,40,0,100,60,0.07,0.0,167.64,167.64,61.23,56.7,167.64,167.64,Orthodox,Orthodox
Decision - Unanimous,Herb Dean,lightweight,f1,Abel Trujillo,Jordan Rinaldi,2.33,1.2,43.75,31.03,1.2,2.33,68.97,56.25,3.0,2.0,100,28,72,0,0.0,0.07,172.72,177.8,70.31,65.77,177.8,182.88,Orthodox,Orthodox
KO/TKO,Jason Herzog,middleweight,f1,Jake Collier,Alberto Uda,4.43,2.46,50.0,55.56,2.46,4.43,44.44,50.0,2.46,2.46,20,50,50,80,0.0,0.0,190.5,190.5,104.33,83.91,198.12,195.76,Orthodox,Orthodox
Submission,Chris Tognoni,lightweight,f1,Erik Koch,Shane Campbell,1.74,1.99,35.0,61.54,1.99,1.74,38.46,65.0,3.73,0.0,50,0,100,50,0.12,0.0,177.8,182.88,77.11,70.31,180.34,180.34,Southpaw,Orthodox
